year,accounts_receivable,accounts_payable,annual_sales,annual_purchases,inventory,cost_of_goods_sold,days,currency,initial_liquidity,initial_liquidity_date
2018,3840691.25,2620767.5,12965318.75,4672145,0,4672145,181,EUR,53592.2,2018-06-30 00:00:00
