date,bank_account,account_code,customer_id,amount,forecast,type
2018-02-27 00:00:00,244,Supplier payment,11254,-340.3125,0,SPEND
2018-02-27 00:00:00,244,Miscellaneous,12488,-14.8225,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,12397,-1216.05,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11259,-908.4359375,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,12284,-0.4975,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,10849,-171.5,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11330,-105.875,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,12332,-9.075,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11417,-6.0175,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11842,-37.0025,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11917,-388.4875,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11898,-1190.6021875,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11691,-185.5,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11417,-4.6,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11726,-66.0675,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11417,-109.38,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11615,-38.5,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11632,-103.25,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11262,-500,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11434,-39,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,12277,-306.5975,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,12321,-122.7575,0,SPEND
2018-02-27 00:00:00,244,Supplier payment,11540,-40,0,SPEND
2018-02-28 00:00:00,244,Supplier payment,11281,-1449.1325,0,SPEND
2018-02-28 00:00:00,244,Miscellaneous,12482,-1291.8375,0,SPEND
2018-03-02 00:00:00,244,Supplier payment,11354,-107.538611111111,0,SPEND
2018-03-02 00:00:00,244,Customer payment,10676,16.7708333333333,0,RECEIVE
2018-03-02 00:00:00,244,Miscellaneous,12495,0.351388888888889,0,RECEIVE
