date,bank_account,customer_id,account_code,type,amount,organisation,forecast
2018-03-16 00:00:00,244,10700,Customer payment,RECEIVE,17.3330555555556,999,0
2018-03-19 00:00:00,244,12455,Supplier payment,SPEND,-43.6863888888889,999,0
2018-03-19 00:00:00,244,10672,Customer payment,RECEIVE,729.259722222222,999,0
2018-03-19 00:00:00,244,10648,Customer payment,RECEIVE,1.12093055555556,999,0
2018-03-19 00:00:00,244,12388,Supplier payment,SPEND,-3.96611111111111,999,0
2018-03-19 00:00:00,244,11922,Supplier payment,SPEND,-0.583333333333333,999,0
2018-03-19 00:00:00,244,11469,Supplier payment,SPEND,-14.7916666666667,999,0
2018-03-19 00:00:00,244,11514,Supplier payment,SPEND,-527.678888888889,999,0
2018-03-19 00:00:00,244,11160,Supplier payment,SPEND,-79.3363888888889,999,0
2018-03-19 00:00:00,244,11615,Supplier payment,SPEND,-17.6944444444444,999,0
2018-03-19 00:00:00,244,11915,Supplier payment,SPEND,-5.75,999,0
2018-03-19 00:00:00,244,11262,Supplier payment,SPEND,-55.5555555555556,999,0
2018-03-20 00:00:00,244,10661,Customer payment,RECEIVE,83.5347222222222,999,0
2018-03-20 00:00:00,244,10567,Customer payment,RECEIVE,36.9635555555555,999,0
2018-03-21 00:00:00,244,12449,Supplier payment,RECEIVE,168.240847222222,999,0
2018-03-22 00:00:00,244,10215,Customer payment,RECEIVE,5.68195833333333,999,0
2018-03-22 00:00:00,244,10701,Customer payment,RECEIVE,12.7576527777778,999,0
2018-03-22 00:00:00,244,11806,Supplier payment,SPEND,-0.347222222222222,999,0
2018-03-22 00:00:00,244,12403,Supplier payment,SPEND,-672.5825,999,0
2018-03-22 00:00:00,244,11856,Supplier payment,SPEND,-9.26388888888889,999,0
